CMDLINE poetry run python src/run-memory-profiler.py --bench-config conf/paper/benchmark-e2e-real-replicates.yaml --tool pyranges1 --test-case 4-2 --operation count-overlaps
MEM 0.640625 1760580754.6343
MEM 32.453125 1760580754.7445
MEM 51.921875 1760580754.8546
MEM 15.218750 1760580754.9647
MEM 49.031250 1760580755.0755
MEM 77.468750 1760580755.1799
MEM 96.718750 1760580755.2846
MEM 116.203125 1760580755.3948
MEM 144.046875 1760580755.5049
MEM 176.187500 1760580755.6150
MEM 192.968750 1760580755.7252
MEM 201.203125 1760580755.8353
MEM 211.750000 1760580755.9454
MEM 465.187500 1760580756.0556
MEM 726.687500 1760580756.1658
MEM 845.046875 1760580756.2759
MEM 903.750000 1760580756.3861
MEM 1084.375000 1760580756.4962
MEM 1149.890625 1760580756.6064
MEM 1161.625000 1760580756.7165
MEM 1189.812500 1760580756.8266
MEM 1192.812500 1760580756.9368
MEM 1235.500000 1760580757.0469
MEM 1580.203125 1760580757.1571
MEM 1665.390625 1760580757.2672
MEM 1695.156250 1760580757.3774
MEM 1695.156250 1760580757.4876
MEM 1891.578125 1760580757.5977
MEM 1917.578125 1760580757.7078
MEM 1943.765625 1760580757.8180
MEM 1948.671875 1760580757.9281
MEM 1984.265625 1760580758.0382
MEM 1992.906250 1760580758.1484
MEM 1992.921875 1760580758.2585
MEM 2115.406250 1760580758.3687
MEM 2125.281250 1760580758.4788
MEM 2125.234375 1760580758.5890
MEM 2133.828125 1760580758.6991
MEM 2128.703125 1760580758.8092
MEM 2130.859375 1760580758.9194
MEM 2143.609375 1760580759.0295
MEM 2143.078125 1760580759.1397
MEM 2145.031250 1760580759.2498
MEM 2153.078125 1760580759.3599
MEM 2150.375000 1760580759.4701
MEM 2150.390625 1760580759.5802
MEM 2157.437500 1760580759.6904
MEM 2156.531250 1760580759.8005
MEM 2157.484375 1760580759.9106
MEM 2161.515625 1760580760.0127
MEM 2161.296875 1760580760.1229
MEM 2161.468750 1760580760.2331
MEM 2166.531250 1760580760.3432
MEM 2164.718750 1760580760.4533
MEM 2164.937500 1760580760.5635
MEM 2169.187500 1760580760.6736
MEM 2151.187500 1760580760.7838
MEM 2155.421875 1760580760.8940
MEM 2163.718750 1760580761.0041
MEM 2155.531250 1760580761.1142
MEM 2157.640625 1760580761.2244
MEM 2165.312500 1760580761.3345
MEM 2157.312500 1760580761.4447
MEM 2159.187500 1760580761.5548
MEM 2161.890625 1760580761.6649
MEM 2161.203125 1760580761.7751
MEM 2161.375000 1760580761.8852
MEM 2162.531250 1760580761.9953
MEM 2164.203125 1760580762.1055
MEM 2166.312500 1760580762.2156
MEM 2173.968750 1760580762.3257
MEM 2182.468750 1760580762.4359
MEM 2169.015625 1760580762.5460
MEM 2169.015625 1760580762.6562
MEM 2171.765625 1760580762.7663
MEM 2171.843750 1760580762.8765
MEM 2171.843750 1760580762.9866
MEM 2173.703125 1760580763.0967
MEM 2172.843750 1760580763.2069
MEM 2172.843750 1760580763.3170
MEM 2174.843750 1760580763.4271
MEM 2174.859375 1760580763.5373
MEM 2175.687500 1760580763.6474
MEM 2177.765625 1760580763.7576
MEM 2177.765625 1760580763.8677
MEM 2178.609375 1760580763.9778
MEM 2180.734375 1760580764.0880
MEM 2181.921875 1760580764.1981
MEM 2183.609375 1760580764.3082
MEM 2183.828125 1760580764.4184
MEM 2183.843750 1760580764.5285
MEM 2183.843750 1760580764.6387
MEM 2168.843750 1760580764.7488
MEM 2169.984375 1760580764.8589
MEM 2177.640625 1760580764.9691
MEM 2168.843750 1760580765.0792
MEM 2171.515625 1760580765.1894
MEM 2172.593750 1760580765.2995
MEM 2171.843750 1760580765.4096
MEM 2173.046875 1760580765.5198
MEM 2098.484375 1760580765.6299
