CMDLINE poetry run python src/run-memory-profiler.py --bench-config conf/paper/benchmark-e2e-real-replicates.yaml --tool bioframe --test-case 1-8 --operation overlap
MEM 0.625000 1760591988.0758
MEM 32.296875 1760591988.1860
MEM 52.875000 1760591988.2961
MEM 14.515625 1760591988.4062
MEM 49.203125 1760591988.5207
MEM 70.687500 1760591988.6251
MEM 93.578125 1760591988.7257
MEM 113.890625 1760591988.8359
MEM 142.015625 1760591988.9460
MEM 174.796875 1760591989.0561
MEM 190.140625 1760591989.1663
MEM 199.265625 1760591989.2764
MEM 210.171875 1760591989.3865
MEM 329.734375 1760591989.4890
MEM 710.093750 1760591989.5992
MEM 717.921875 1760591989.7093
MEM 798.921875 1760591989.8195
MEM 912.359375 1760591989.9297
MEM 913.500000 1760591990.0398
MEM 961.468750 1760591990.1499
MEM 989.953125 1760591990.2601
MEM 1043.125000 1760591990.3703
MEM 1155.437500 1760591990.4720
MEM 1167.468750 1760591990.5821
MEM 1176.593750 1760591990.6923
MEM 1184.468750 1760591990.8024
MEM 1211.875000 1760591990.9125
MEM 1225.343750 1760591991.0227
MEM 1229.468750 1760591991.1329
MEM 1246.968750 1760591991.2430
MEM 1252.359375 1760591991.3532
MEM 1267.437500 1760591991.4633
MEM 1267.453125 1760591991.5735
MEM 1267.468750 1760591991.6836
MEM 1267.468750 1760591991.7938
MEM 1279.437500 1760591991.9039
MEM 1279.437500 1760591992.0140
MEM 1279.468750 1760591992.1242
MEM 1300.812500 1760591992.2343
MEM 1309.343750 1760591992.3444
MEM 1319.625000 1760591992.4546
MEM 1319.625000 1760591992.5647
MEM 1319.656250 1760591992.6749
MEM 1319.734375 1760591992.7850
MEM 1319.828125 1760591992.8952
MEM 1619.625000 1760591993.0053
MEM 1639.781250 1760591993.1155
MEM 1775.796875 1760591993.2256
MEM 2039.734375 1760591993.3357
MEM 2231.687500 1760591993.4459
MEM 2233.765625 1760591993.5560
MEM 2234.531250 1760591993.6662
MEM 2234.984375 1760591993.7764
MEM 2234.968750 1760591993.8865
MEM 2234.968750 1760591993.9966
MEM 2236.187500 1760591994.1068
MEM 2236.187500 1760591994.2169
MEM 2237.171875 1760591994.3270
MEM 2238.984375 1760591994.4372
MEM 2240.203125 1760591994.5473
MEM 2240.234375 1760591994.6575
MEM 2240.515625 1760591994.7676
MEM 2240.250000 1760591994.8777
MEM 2240.328125 1760591994.9879
MEM 2240.343750 1760591995.0980
MEM 2240.500000 1760591995.2082
MEM 2240.515625 1760591995.3183
MEM 2240.515625 1760591995.4284
MEM 2239.781250 1760591995.5386
MEM 2240.531250 1760591995.6487
MEM 2240.531250 1760591995.7589
MEM 2240.531250 1760591995.8690
MEM 2240.531250 1760591995.9791
MEM 2241.812500 1760591996.0893
MEM 2241.968750 1760591996.1994
MEM 2241.968750 1760591996.3095
MEM 2242.031250 1760591996.4197
MEM 2242.031250 1760591996.5298
MEM 2242.046875 1760591996.6307
MEM 2241.281250 1760591996.7398
MEM 2242.046875 1760591996.8500
MEM 2242.046875 1760591996.9601
MEM 2241.531250 1760591997.0702
MEM 2241.531250 1760591997.1803
MEM 2242.281250 1760591997.2905
MEM 2242.203125 1760591997.4006
MEM 2242.203125 1760591997.5108
MEM 2242.203125 1760591997.6209
MEM 2242.234375 1760591997.7310
MEM 2242.453125 1760591997.8412
MEM 2242.453125 1760591997.9513
MEM 2242.453125 1760591998.0614
MEM 2242.453125 1760591998.1716
MEM 2242.453125 1760591998.2775
MEM 2242.453125 1760591998.3876
MEM 2242.453125 1760591998.4978
MEM 2242.453125 1760591998.6079
MEM 2242.453125 1760591998.7180
MEM 2242.453125 1760591998.8282
MEM 2242.453125 1760591998.9383
MEM 2242.609375 1760591999.0485
MEM 2242.609375 1760591999.1586
MEM 2242.609375 1760591999.2688
MEM 2242.609375 1760591999.3789
MEM 2242.609375 1760591999.4890
MEM 2242.609375 1760591999.5992
MEM 2242.609375 1760591999.7093
MEM 2242.609375 1760591999.8195
MEM 2242.609375 1760591999.9296
MEM 2242.609375 1760592000.0397
