CMDLINE poetry run python src/run-memory-profiler.py --bench-config conf/paper/benchmark-e2e-real-replicates.yaml --tool polars_bio_streaming --test-case 5-2 --operation overlap --low-memory
MEM 0.609375 1760661159.8747
MEM 34.187500 1760661159.9799
MEM 61.453125 1760661160.0811
MEM 23.781250 1760661160.1862
MEM 56.906250 1760661160.2910
MEM 79.609375 1760661160.3990
MEM 97.515625 1760661160.5008
MEM 117.984375 1760661160.6060
MEM 152.593750 1760661160.7112
MEM 181.062500 1760661160.8141
MEM 193.312500 1760661160.9176
MEM 206.921875 1760661161.0227
MEM 1379.406250 1760661161.1279
MEM 387.578125 1760661161.2317
MEM 416.890625 1760661161.3368
MEM 429.125000 1760661161.4408
MEM 461.390625 1760661161.5460
MEM 474.765625 1760661161.6487
MEM 495.328125 1760661161.7538
MEM 494.671875 1760661161.8561
MEM 495.812500 1760661161.9592
MEM 521.015625 1760661162.0644
MEM 543.109375 1760661162.1695
MEM 547.296875 1760661162.2747
MEM 545.546875 1760661162.3766
MEM 552.031250 1760661162.4818
MEM 560.359375 1760661162.5832
MEM 564.046875 1760661162.6858
MEM 565.578125 1760661162.7910
MEM 567.515625 1760661162.8961
MEM 577.703125 1760661163.0009
MEM 594.000000 1760661163.1061
MEM 597.031250 1760661163.2078
MEM 580.437500 1760661163.3129
MEM 587.343750 1760661163.4175
MEM 597.515625 1760661163.5227
MEM 601.765625 1760661163.6272
MEM 603.968750 1760661163.7324
MEM 596.046875 1760661163.8342
MEM 618.390625 1760661163.9382
MEM 621.890625 1760661164.0424
MEM 618.531250 1760661164.1475
MEM 618.125000 1760661164.2527
MEM 616.500000 1760661164.3546
MEM 638.578125 1760661164.4598
MEM 637.593750 1760661164.5649
MEM 637.109375 1760661164.6672
MEM 641.359375 1760661164.7692
MEM 659.343750 1760661164.8721
MEM 657.906250 1760661164.9754
MEM 671.843750 1760661165.0765
MEM 661.921875 1760661165.1800
MEM 653.984375 1760661165.2820
